author,brand,description,image,price,title,url
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in light pink. Rib knit crewneck collar. Graphic printed in black at front. Tonal logo embroidered at hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213005_1.jpg,243,328",£250 GBP,Pink Toya T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/pink-toya-t-shirt/3520109
SSENSE,Raf Simons,"Short sleeve cotton jersey t-shirt in black. Rib knit crewneck collar. Tonal text embroidered at chest. Tonal logo embroidered at front hem. Graphic printed in tones of white, black, and purple at back. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213004_1.jpg,243,328",£260 GBP,Black Bald Head Big Fit T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-bald-head-big-fit-t-shirt/3520099
SSENSE,Raf Simons,"Long sleeve panelled denim jacket in dark navy. Spread collar. Button closure at front. Graphic printed in tones of black and white at front and shoulder. Logo-embossed appliqué in silver-tone, flap pocket, and patch pocket at chest. Seam pockets at waist. Single-button barrel cuffs. Adjustable button tabs at back hem. Logo-engraved silver-tone hardware. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M177002_1.jpg,243,328",£725 GBP,Navy Denim Oversized Punkette Jacket,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/navy-denim-oversized-punkette-jacket/3521229
SSENSE,Raf Simons,"Rectangular satin scarf in black. T-shirt-style cotton jersey panel featuring printed graphic in tones of white, black, and green at face. Tonal stitching. Approx. 68 length x 7.5 width.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M150001_1.jpg,243,328",£310 GBP,Black T-Shirt Scarf,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-t-shirt-scarf/3521749
SSENSE,Raf Simons,Slim-fit stretch denim jeans in black. Mid-rise. Five-pocket styling. Belt-loops at waistband. Extended leather appliqué featuring graphic printed in tones of black and white and concealed pocket at back waistband. Zip-fly. Logo-engraved silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M186001_1.jpg,243,328",£545 GBP,Black Regular Fit Patch Jeans,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-regular-fit-patch-jeans/3520869
SSENSE,Raf Simons,"Long sleeve panelled stretch denim jacket in black. Spread collar. Button closure and graphic printed in tones of black and white at front. Hoop hardware detailing and flap pocket at chest. Seam pockets at waist. Single-button barrel cuffs. Graphic printed in tones of black, white and purple at back. Adjustable button tabs at back hem. Logo-engraved silver-tone hardware. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M177001_1.jpg,243,328",£1045 GBP,Black Denim Oversized Head Jacket,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-denim-oversized-head-jacket/3521209
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in white. Rib knit crewneck collar. Cut-out detailing and graphic printed in tones of black and white at front. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213012_1.jpg,243,328",£360 GBP,White Beer Cut-Out T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-beer-cut-out-t-shirt/3520209
SSENSE,Undercover,Square acetate optical glasses in black. Keyhole bridge. Integrated nose pads. Exposed core wire at temples. Silver-tone hardware. Size: 45.15 140.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191414M133001_1.jpg,243,328",£360 GBP,Black Square Glasses,https://www.ssense.com/en-gb/en-gb/men/product/undercover/black-square-glasses/3543259
SSENSE,Undercover,"Set of three mismatched metal pins featuring graphics in black, white, and tones of beige. Approx. 1 diameter.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191414M146006_1.jpg,243,328",£10 GBP,Black Bootleg Truth Pin Set,https://www.ssense.com/en-gb/en-gb/men/product/undercover/black-bootleg-truth-pin-set/3543579
SSENSE,Undercover,"Brass pin in gold-tone. Enamel graphic in black, white, yellow, and green at face. Logo engraved at back face. Clutch fastening. Approx. 1 length.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191414M146001_1.jpg,243,328",£10 GBP,Gold Skull Pin,https://www.ssense.com/en-gb/en-gb/men/product/undercover/gold-skull-pin/3543289
SSENSE,Undercover,"Long sleeve insulated cotton poplin bomber jacket in black. Rib knit stand collar, cuffs, and hem. Zip closure at front. Printed logo in white and concealed welt pockets featuring cinch straps and tonal bonded trim at chest. Welt pockets at waist. Logo printed in white at back. Tonal poplin lining. Silver-tone hardware. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191414M175002_1.jpg,243,328",£970 GBP,Black New Warriors Bomber Jacket,https://www.ssense.com/en-gb/en-gb/men/product/undercover/black-new-warriors-bomber-jacket/3542179
SSENSE,Undercover,Long sleeve cotton fleece hoodie in black. Raw edges and tonal canvas cinch strap fastening at front. Logo printed in white at chest. Kangaroo pocket at waist. Rib knit cuffs. Logo printed in white and tonal canvas strap at back. Silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191414M202002_1.jpg,243,328",£485 GBP,Black Logo Hoodie,https://www.ssense.com/en-gb/en-gb/men/product/undercover/black-logo-hoodie/3542419
SSENSE,Undercover,Sterling silver necklace in gold-tone. Sculpted pendant featuring engraved logo at back face. Logo disc at at spring-ring fastening. Approx. 15 length.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191414M145001_1.jpg,243,328",£150 GBP,Gold Lightning Bolt Necklace,https://www.ssense.com/en-gb/en-gb/men/product/undercover/gold-lightning-bolt-necklace/3543279
SSENSE,Undercover,Ankle-high knit cotton-blend socks in white. Text knit in black at rib knit cuffs. Tonal logo printed at sole. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191414M220001_1.jpg,243,328",£40 GBP,White Chaos Balance Socks,https://www.ssense.com/en-gb/en-gb/men/product/undercover/white-chaos-balance-socks/3543609
SSENSE,Undercover,Ankle-high knit cotton-blend socks in black. Text knit in white at rib knit cuffs. Logo printed in white at sole. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191414M220002_1.jpg,243,328",£40 GBP,Black Chaos Balance Socks,https://www.ssense.com/en-gb/en-gb/men/product/undercover/black-chaos-balance-socks/3543619
SSENSE,Undercover,Relaxed-fit woven wool trousers in black. Mid-rise. Five-pocket styling. Hoop hardware and drawstring at elasticized waistband. Zip-fly. Tonal hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191414M191001_1.jpg,243,328",£450 GBP,Black Wool Biker Trousers,https://www.ssense.com/en-gb/en-gb/men/product/undercover/black-wool-biker-trousers/3541899
SSENSE,Undercover,"Skinny-fit stretch cotton jeans in black. Mid-rise. Nine-pocket styling featuring exposed zippers and woven trim in black, navy, and grey. Belt loops and hoop hardware at waistband. Hoop hardware and cinch straps at front leg. Zip-fly. Silver-tone hardware. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191414M186002_1.jpg,243,328",£580 GBP,Black Pocket Zipper Jeans,https://www.ssense.com/en-gb/en-gb/men/product/undercover/black-pocket-zipper-jeans/3541929
SSENSE,Undercover,"Long sleeve insulated technical satin jacket in black. Drawstring and placket with Velcro-tab closure at hood. Zip closure at front. Graphic printed in white at chest. Zippered pocket, flap pocket, and D-ring hardware at sleeves. Rib knit cuffs. Graphic printed in white at back. Tonal technical satin lining. Tonal hardware. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191414M180001_1.jpg,243,328",£1070 GBP,Black Hooded Pocket Jacket,https://www.ssense.com/en-gb/en-gb/men/product/undercover/black-hooded-pocket-jacket/3542159
SSENSE,Undercover,"Long sleeve French terry sweatshirt in white. Rib knit crewneck collar, cuffs, and hem. Graphic printed in black at front. Text printed in black at back. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191414M204001_1.jpg,243,328",£290 GBP,White New Warriors Sweatshirt,https://www.ssense.com/en-gb/en-gb/men/product/undercover/white-new-warriors-sweatshirt/3542149
SSENSE,Raf Simons,Denim shorts in black. Mid-rise. Fading throughout. Five-pocket styling. Belt loops at waistband. Button tabs and logo-embossed appliqué in silver-tone at back waistband. Graphic tag in tones of black and white at back pocket. Zip-fly. Logo-engraved silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M193003_1.jpg,243,328",£355 GBP,Black Denim Patch & Tag Shorts,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-denim-patch-and-tag-shorts/3520969
SSENSE,Raf Simons,Slim-fit stretch denim jeans in dark navy. Mid-rise. Five-pocket styling. Belt-loops at waistband. Extended leather appliqué featuring graphic printed in tones of black and white and concealed pocket at back waistband. Zip-fly. Logo-engraved silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M186004_1.jpg,243,328",£555 GBP,Navy Regular Fit Patch Jeans,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/navy-regular-fit-patch-jeans/3536239
SSENSE,Raf Simons,Straight-leg jeans in black. Mid-rise. Fading throughout. Cropped leg. Five-pocket styling. Belt loops at waistband. Patch pocket at cuffs. Logo-embossed appliqué in silver-tone at back waistband. Graphic tag in tones of black and white at back pocket. Zip-fly. Logo-engraved silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M186003_1.jpg,243,328",£430 GBP,Black Classic Fit Turn-Up Jeans,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-classic-fit-turn-up-jeans/3520889
SSENSE,Raf Simons,"Short sleeve cotton jersey t-shirt in black. Rib knit crewneck collar. Tonal logo embroidered at front hem. Graphic printed in tones of black, white, and green at back. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213009_1.jpg,243,328",£260 GBP,Black Toya Frame Big Fit T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-toya-frame-big-fit-t-shirt/3520169
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in blue. Rib knit crewneck collar. Logo graphic printed in black at front. Tonal logo embroidered at front hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213018_1.jpg,243,328",£250 GBP,Blue Big Fit 'Performers' T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/blue-big-fit-performers-t-shirt/3536149
SSENSE,Raf Simons,Long sleeve denim shirt in white. Spread collar. Button closure at front. Logo-embossed appliqué in silver-tone and graphic appliqué in tones of black and white at font. Single-button barrel cuffs. Adjustable button tabs at back hem. Logo-engraved silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M192003_1.jpg,243,328",£570 GBP,White Oversized Patches Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-oversized-patches-shirt/3520519
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in light heather grey. Rib knit crewneck collar. Graphic printed in tones of black at front. Tonal logo embroidered at front hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213006_1.jpg,243,328",£250 GBP,Grey Pierced Man Big Fit T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/grey-pierced-man-big-fit-t-shirt/3520119
SSENSE,Raf Simons,Long sleeve knit mohair-blend sweater in blue featuring tonal jacquard metallic graphic pattern throughout. Rib knit trim throughout. Crewneck collar. Cut-out at front. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M201004_1.jpg,243,328",£465 GBP,Blue Jacquard Sweater,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/blue-jacquard-sweater/3521329
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in white. Rib knit crewneck collar. Logo and text printed in black at front and back. Tonal logo embroidered at front hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213007_1.jpg,243,328",£225 GBP,White Tour Big Fit T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-tour-big-fit-t-shirt/3520129
SSENSE,Raf Simons,Aluminum can-style keychain in silver-tone. Pull-tab hardware at top. Logo engraved at base. Approx. 2.5 diameter x 4.75 height.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M148004_1.jpg,243,328",£180 GBP,Silver Clear Can Keychain,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/silver-clear-can-keychain/3541749
SSENSE,Raf Simons,Aluminum can-style keychain in silver-tone. Pull-tab hardware at top. Logo engraved at base. Keyring and logo-engraved lanyard clasp fastenings. Approx. 2.5 diameter x 4.5 height.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M148002_1.jpg,243,328",£225 GBP,Silver Half Crushed Can Keychain,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/silver-half-crushed-can-keychain/3521899
SSENSE,Raf Simons,Long sleeve denim shirt in black. Fading throughout. Spread collar. Button closure at front. Logo-embossed appliqué in silver-tone and graphic appliqué in tones of black and white at font. Single-button barrel cuffs. Adjustable button tabs at back hem. Logo-engraved silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M192004_1.jpg,243,328",£570 GBP,Black Denim Oversized Patches Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-denim-oversized-patches-shirt/3520539
SSENSE,Raf Simons,"Pack of five mismatched metal pins featuring logos and graphics in yellow, black, and tones of grey. Approx. 2.25 diameter. Approx. 1 diameter.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M146001_1.jpg,243,328",£50 GBP,Black & Yellow Logo Pin Set,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-yellow-logo-pin-set/3522129
SSENSE,Raf Simons,"Pack of five mismatched metal pins featuring logos and graphics in red, black, and tones of grey. Approx. 2.25 diameter. Approx. 1 diameter.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M146003_1.jpg,243,328",£50 GBP,Black & Red Logo Pin Set,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-red-logo-pin-set/3522169
SSENSE,Raf Simons,"Short sleeve cotton jersey t-shirt in white. Rib knit crewneck collar. Graphic printed in tones of red, black and white at front. Tonal logo embroidered at front hem. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213017_1.jpg,243,328",£260 GBP,White Pierced Mouth T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-pierced-mouth-t-shirt/3536139
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in black. Rib knit crewneck collar. Text and logo printed in yellow at front and back. Tonal logo embroidered at front hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213008_1.jpg,243,328",£230 GBP,Black Big Fit Tour T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-big-fit-tour-t-shirt/3520139
SSENSE,Raf Simons,Aluminum can-style keychain in silver-tone. Pull-tab hardware at face. Logo engraved at back face. Keyring and logo-engrave lanyard clasp fastenings. Approx. 2.75 length x 3 height.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M148003_1.jpg,243,328",£225 GBP,Silver Crushed Can Keychain,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/silver-crushed-can-keychain/3521909
SSENSE,Raf Simons,Rigid iPhone X case in white. Graphic and logo printed in tones of grey at face. Approx. 2.75 length x 5.5 height.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M153001_1.jpg,243,328",£105 GBP,White  iPhone X Case,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-iphone-x-case/3521829
SSENSE,Raf Simons,"Pack of five mismatched metal pins featuring logos and graphics in green, black, and tones of grey. Approx. 2.25 diameter. Approx. 1 diameter.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M146002_1.jpg,243,328",£50 GBP,Black & Green Logo Pin Set,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-green-logo-pin-set/3522139
SSENSE,Raf Simons,Long sleeve stretch viscose jersey sweater in 'fuchsia' pink. Logo embroidered at turtleneck collar. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M205005_1.jpg,243,328",£350 GBP,Pink Underwear Turtleneck,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/pink-underwear-turtleneck/3536159
SSENSE,Raf Simons,"Satin pouch in black. Adjustable shoulder strap featuring press-release fastening. Textile logo patch at shoulder strap. Zippered compartments and foldover flap with press-stud fastening at face. Graphic printed in black and yellow at back face. Zip closure at main compartment. Tonal textile lining. Tonal and gunmetal-tone hardware. Tonal stitching. Approx. 12.5 length x 9 height x 2.5 width.

Part of the Raf Simons x Eastpak collaboration.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M171001_1.jpg,243,328",£95 GBP,Black & Yellow Eastpak Edition Poster Waistbag,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-yellow-eastpak-edition-poster-waistbag/3523559
SSENSE,Raf Simons,"Slim satin tote in silver-tone. Twin canvas and webbing carry handles in black at top. Two zippered compartments, three zippered flap compartments with magnetic press-stud fastening, and textile logo patch at face. Graphic printed in black at back face. Zip closure featuring tonal webbing trim at main compartment. Padded patch pocket with Velcro tab fastening at interior. Textile lining in black. Silver-tone hardware. Tonal stitching. 32.5 length x 22.5 height. 

Part of the Raf Simons x Eastpak collaboration.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M172001_1.jpg,243,328",£205 GBP,Silver & Black Eastpak Edition Poster Tote,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/silver-and-black-eastpak-edition-poster-tote/3523509
SSENSE,Raf Simons,"Slim satin tote in black. Tonal twin canvas and webbing carry handles at top. Two zippered compartments, three zippered flap compartments with magnetic press-stud fastening, and textile logo patch at face. Graphic printed in blue and black at back face. Zip closure featuring tonal webbing trim at main compartment. Padded patch pocket with Velcro tab fastening at interior. Tonal textile lining. Gunmetal-tone hardware. Tonal stitching. 32.5 length x 22.5 height. 

Part of the Raf Simons x Eastpak collaboration.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M172002_1.jpg,243,328",£205 GBP,Black & Blue Eastpak Edition Poster Tote,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-blue-eastpak-edition-poster-tote/3523519
SSENSE,Raf Simons,"Satin backpack in silver-tone. Carry handle in black at top. Adjustable shoulder straps in black. Zippered compartment at face. Textile logo patch in black at side. Printed graphic in black and white at back face. Two-way zip closure at main compartment. Patch pocket with Velcro webbing strap and zippered pocket at interior. Textile lining in black. Tonal hardware. Tonal stitching. Approx. 16 length x 22 height x 7.5 width.

Part of the Raf Simons x Eastpak collaboration.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M166002_1.jpg,243,328",£185 GBP,Silver Eastpak Edition Poster Backpack,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/silver-eastpak-edition-poster-backpack/3523539
SSENSE,Raf Simons,"Woven cotton and satin pouch in black. Adjustable shoulder strap featuring press-release fastening. Textile logo patch at shoulder strap. Zippered compartments and foldover flap with press-stud fastening at face. Graphic printed in black and blue at back face. Zip closure at main compartment. Tonal textile lining. Tonal and gunmetal-tone hardware. Tonal stitching. Approx. 12.5 length x 9 height x 2.5 width.

Part of the Raf Simons x Eastpak collaboration.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M171002_1.jpg,243,328",£110 GBP,Black & Blue Eastpak Edition Poster Waistbag,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-blue-eastpak-edition-poster-waistbag/3523569
SSENSE,Raf Simons,"Satin backpack in black. Webbing carry handle at top. Twin adjustable padded shoulder straps with cinch fastening. Zippered compartment at face. Logo patch at side. Graphic printed in black and blue at back face. Two-way zip closure at main compartment. Zippered pocket and padded laptop compartment with Velcro tab at interior. Tonal textile lining. Tonal and gunmetal-tone hardware. Tonal stitching. Approx. 15.5 length x 21.5 height x 5.5 width.

Part of the Raf Simons x Eastpak collaboration.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M166003_1.jpg,243,328",£185 GBP,Black & Blue Eastpak Edition Poster Backpack,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-blue-eastpak-edition-poster-backpack/3523549
SSENSE,Raf Simons,"Woven cotton and satin backpack in black. Carry handle at top. Adjustable shoulder straps. Zippered compartment at face. Textile logo patch at side. Printed graphic in black and white at back face. Two-way zip closure at main compartment. Patch pocket with Velcro webbing strap and zippered pocket at interior. Tonal textile lining. Gunmetal-tone hardware. Tonal stitching. Approx. 16 length x 22 height x 7.5 width.

Part of the Raf Simons x Eastpak collaboration.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M166005_1.jpg,243,328",£185 GBP,Black & White Eastpak Edition Poster Backpack,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-white-eastpak-edition-poster-backpack/3541919
SSENSE,Raf Simons,"Satin backpack in black. Webbing carry handle at top. Twin adjustable padded shoulder straps with cinch fastening. Zippered pockets, flap pockets with magnetic press-stud fastening, tonal webbing trim, and logo patch at face. Graphic printed in pink and black at back face. Zip closure at main compartment. Padded laptop compartment with Velcro tab at interior. Gunmetal-tone hardware. Tonal stitching. Approx. 20 length x 29.5 height x 2.5 width. 

Part of the Raf Simons x Eastpak collaboration.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M166004_1.jpg,243,328",£205 GBP,Black & Pink Eastpak Edition Poster Backpack,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-pink-eastpak-edition-poster-backpack/3523579
SSENSE,Raf Simons,"Cotton canvas and satin backpack in black. Webbing carry handle at top. Twin adjustable padded shoulder straps with cinch fastening. Zippered pockets, flap pockets with magnetic press-stud fastening, tonal webbing trim, and logo patch at face. Graphic printed in white and black at back face. Zip closure at main compartment. Padded laptop compartment with Velcro tab at interior. Gunmetal-tone hardware. Tonal stitching. Approx. 20 length x 29.5 height x 2.5 width. 

Part of the Raf Simons x Eastpak collaboration.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M166001_1.jpg,243,328",£280 GBP,Black & White Eastpak Edition Poster Backpack,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-white-eastpak-edition-poster-backpack/3523529
